fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	max_bin	num_iterations	early_stopping_rounds	force_row_wise	learning_rate	feature_fraction	bagging_fraction	bagging_freq	min_gain_to_split	max_bin	lambda_l1	lambda_l2	min_data_in_leaf	num_leaves	seed	gleaf_size	gnum_leaves	semilla	isemilla	num_iterations	pos_actual	pos_ratio_actual	gan_validate	gan_test	pos_acum	pos_ratio_acum	gan_validate_acum	gan_test_acum	iteracion_bayesiana
20211122 194659	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	322	TRUE	0.0326390078091063	0.970793860387057	0.849745347580174	525	12.7654715001699	238	61.3065860385541	165.372184090083	65	2355	813697	81.0839724354446	0.713379240265233	813697	5	183	5201	0.0435255621668215	5848750	5548750	5478	0.0458436895885115	5702500	5552500	17
20211122 194717	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	322	TRUE	0.0326390078091063	0.970793860387057	0.849745347580174	525	12.7654715001699	238	61.3065860385541	165.372184090083	65	2355	344719	81.0839724354446	0.713379240265233	344719	6	136	5100	0.0426803243704652	5625000	5575000	5538	0.0463458110516934	5727500	5427500	17
20211122 194736	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	322	TRUE	0.0326390078091063	0.970793860387057	0.849745347580174	525	12.7654715001699	238	61.3065860385541	165.372184090083	65	2355	127217	81.0839724354446	0.713379240265233	127217	7	165	5141	0.0430234407036395	5623750	5623750	5602	0.0468814072790875	5647500	5497500	17
20211122 194755	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	322	TRUE	0.0326390078091063	0.970793860387057	0.849745347580174	525	12.7654715001699	238	61.3065860385541	165.372184090083	65	2355	464371	81.0839724354446	0.713379240265233	464371	8	180	5034	0.0421279907609651	5707500	5507500	5571	0.0466219778564435	5686250	5486250	17
20211122 194814	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	322	TRUE	0.0326390078091063	0.970793860387057	0.849745347580174	525	12.7654715001699	238	61.3065860385541	165.372184090083	65	2355	645137	81.0839724354446	0.713379240265233	645137	9	174	5564	0.0465633970190723	5745000	5645000	5632	0.0471324680106784	5660000	5460000	17
20211122 194834	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	322	TRUE	0.0326390078091063	0.970793860387057	0.849745347580174	525	12.7654715001699	238	61.3065860385541	165.372184090083	65	2355	480803	81.0839724354446	0.713379240265233	480803	10	214	5296	0.0443205878168596	5630000	5730000	5606	0.0469148820432996	5642500	5542500	17
20211122 194859	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	251	TRUE	0.0770153169875266	0.30805668054265	0.81455558522779	639	47.3597251981846	148	87.9692965443246	174.606347184163	22367	7	378821	21.506502836477	0.671813500708842	378821	1	117	5535	0.0463207049785343	4031250	4081250	5535	0.0463207049785343	4031250	4081250	18
20211122 194923	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	251	TRUE	0.0770153169875266	0.30805668054265	0.81455558522779	639	47.3597251981846	148	87.9692965443246	174.606347184163	22367	7	964333	21.506502836477	0.671813500708842	964333	2	112	5092	0.042613374842041	3985000	4335000	5343	0.0447139162963521	4121250	4071250	18
20211122 194947	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	251	TRUE	0.0770153169875266	0.30805668054265	0.81455558522779	639	47.3597251981846	148	87.9692965443246	174.606347184163	22367	7	187049	21.506502836477	0.671813500708842	187049	3	117	4347	0.0363787000075318	3966250	4016250	5684	0.0475676399454361	4045000	4195000	18
20211122 195010	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	251	TRUE	0.0770153169875266	0.30805668054265	0.81455558522779	639	47.3597251981846	148	87.9692965443246	174.606347184163	22367	7	205151	21.506502836477	0.671813500708842	205151	4	107	5284	0.0442201635242232	3945000	3945000	5457	0.0456679470763978	4078750	4078750	18
20211122 195033	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	251	TRUE	0.0770153169875266	0.30805668054265	0.81455558522779	639	47.3597251981846	148	87.9692965443246	174.606347184163	22367	7	813697	21.506502836477	0.671813500708842	813697	5	109	5676	0.0475006904170119	3805000	3905000	5391	0.0451156134668976	4011250	4061250	18
20211122 195057	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	251	TRUE	0.0770153169875266	0.30805668054265	0.81455558522779	639	47.3597251981846	148	87.9692965443246	174.606347184163	22367	7	344719	21.506502836477	0.671813500708842	344719	6	123	4616	0.0386298779007975	3830000	3680000	5394	0.0451407195400567	3957500	4007500	18
20211122 195121	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	251	TRUE	0.0770153169875266	0.30805668054265	0.81455558522779	639	47.3597251981846	148	87.9692965443246	174.606347184163	22367	7	127217	21.506502836477	0.671813500708842	127217	7	110	5696	0.0476680642380725	3880000	4080000	5227	0.0437431481342003	3966250	4066250	18
20211122 195145	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	251	TRUE	0.0770153169875266	0.30805668054265	0.81455558522779	639	47.3597251981846	148	87.9692965443246	174.606347184163	22367	7	464371	21.506502836477	0.671813500708842	464371	8	116	5294	0.0443038504347535	4132500	4132500	5241	0.0438603098089428	3998750	4048750	18
20211122 195209	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	251	TRUE	0.0770153169875266	0.30805668054265	0.81455558522779	639	47.3597251981846	148	87.9692965443246	174.606347184163	22367	7	645137	21.506502836477	0.671813500708842	645137	9	133	5148	0.0430820215410108	4115000	4215000	5203	0.0435422995489275	4046250	4146250	18
20211122 195233	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	251	TRUE	0.0770153169875266	0.30805668054265	0.81455558522779	639	47.3597251981846	148	87.9692965443246	174.606347184163	22367	7	480803	21.506502836477	0.671813500708842	480803	10	113	5593	0.0468060890596102	3958750	4158750	5210	0.0436008803862988	4037500	4137500	18
20211122 195254	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	303	TRUE	0.0385939136893721	0.602565256535308	0.34779673784913	975	8.48456481646281	176	82.1870338334702	23.5057574836537	861	224	378821	55.1353244562633	0.895826187844446	378821	1	138	6225	0.0520951018051267	4918750	4668750	6225	0.0520951018051267	4918750	4668750	19
20211122 195315	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	303	TRUE	0.0385939136893721	0.602565256535308	0.34779673784913	975	8.48456481646281	176	82.1870338334702	23.5057574836537	861	224	964333	55.1353244562633	0.895826187844446	964333	2	137	5509	0.0461031190111555	4963750	4763750	5833	0.048814574912338	4858750	4758750	19
20211122 195335	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	303	TRUE	0.0385939136893721	0.602565256535308	0.34779673784913	975	8.48456481646281	176	82.1870338334702	23.5057574836537	861	224	187049	55.1353244562633	0.895826187844446	187049	3	122	5480	0.0458604269706175	4900000	4850000	6413	0.0536684157230968	4833750	4633750	19
20211122 195356	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	303	TRUE	0.0385939136893721	0.602565256535308	0.34779673784913	975	8.48456481646281	176	82.1870338334702	23.5057574836537	861	224	205151	55.1353244562633	0.895826187844446	205151	4	136	4680	0.0391654741281916	4700000	4450000	5921	0.0495510197250048	4848750	4748750	19
20211122 195418	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	303	TRUE	0.0385939136893721	0.602565256535308	0.34779673784913	975	8.48456481646281	176	82.1870338334702	23.5057574836537	861	224	813697	55.1353244562633	0.895826187844446	813697	5	147	5821	0.0487141506197016	4623750	4373750	6290	0.0526390667235738	4887500	4637500	19
20211122 195439	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	303	TRUE	0.0385939136893721	0.602565256535308	0.34779673784913	975	8.48456481646281	176	82.1870338334702	23.5057574836537	861	224	344719	55.1353244562633	0.895826187844446	344719	6	145	6446	0.0539445825278468	4442500	4542500	6476	0.0541956432594378	4705000	4605000	19
20211122 195500	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	303	TRUE	0.0385939136893721	0.602565256535308	0.34779673784913	975	8.48456481646281	176	82.1870338334702	23.5057574836537	861	224	127217	55.1353244562633	0.895826187844446	127217	7	144	6421	0.053735365251521	4673750	4573750	6238	0.0522038947888161	4802500	4652500	19
20211122 195520	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	303	TRUE	0.0385939136893721	0.602565256535308	0.34779673784913	975	8.48456481646281	176	82.1870338334702	23.5057574836537	861	224	464371	55.1353244562633	0.895826187844446	464371	8	133	6134	0.0513335509193007	4782500	4382500	6041	0.0505552626513687	4748750	4648750	19
20211122 195540	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	303	TRUE	0.0385939136893721	0.602565256535308	0.34779673784913	975	8.48456481646281	176	82.1870338334702	23.5057574836537	861	224	645137	55.1353244562633	0.895826187844446	645137	9	121	5291	0.0442787443615944	4886250	4686250	5680	0.047534165181224	4800000	4650000	19
20211122 195603	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	303	TRUE	0.0385939136893721	0.602565256535308	0.34779673784913	975	8.48456481646281	176	82.1870338334702	23.5057574836537	861	224	480803	55.1353244562633	0.895826187844446	480803	10	150	4151	0.0347384365611375	4711250	4911250	5688	0.0476011147096483	4790000	4740000	19
20211122 195630	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	261	TRUE	0.0650546195352217	0.234206568081863	0.970252362525789	589	10.8252444025129	111	41.4121702453122	137.133613174083	40	4070	378821	85.8572096819989	0.758828559852613	378821	1	154	5264	0.0440527897031625	5820000	5520000	5264	0.0440527897031625	5820000	5520000	20
20211122 195653	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	261	TRUE	0.0650546195352217	0.234206568081863	0.970252362525789	589	10.8252444025129	111	41.4121702453122	137.133613174083	40	4070	964333	85.8572096819989	0.758828559852613	964333	2	107	4633	0.0387721456486991	5808750	5658750	4547	0.0380524382181383	5916250	5616250	20
20211122 195721	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	261	TRUE	0.0650546195352217	0.234206568081863	0.970252362525789	589	10.8252444025129	111	41.4121702453122	137.133613174083	40	4070	187049	85.8572096819989	0.758828559852613	187049	3	177	4747	0.0397261764287448	5916250	5866250	4526	0.0378766957060246	5942500	5642500	20
20211122 195749	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	261	TRUE	0.0650546195352217	0.234206568081863	0.970252362525789	589	10.8252444025129	111	41.4121702453122	137.133613174083	40	4070	205151	85.8572096819989	0.758828559852613	205151	4	178	4890	0.0409228992493284	5737500	5587500	4630	0.03874703957554	5912500	5762500	20
20211122 195814	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	261	TRUE	0.0650546195352217	0.234206568081863	0.970252362525789	589	10.8252444025129	111	41.4121702453122	137.133613174083	40	4070	813697	85.8572096819989	0.758828559852613	813697	5	142	4860	0.0406718385177374	5675000	5625000	4605	0.0385378222992142	5843750	5693750	20
20211122 195842	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	261	TRUE	0.0650546195352217	0.234206568081863	0.970252362525789	589	10.8252444025129	111	41.4121702453122	137.133613174083	40	4070	344719	85.8572096819989	0.758828559852613	344719	6	186	4900	0.0410065861598587	5675000	5575000	4985	0.0417179248993665	5818750	5718750	20
20211122 195910	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	261	TRUE	0.0650546195352217	0.234206568081863	0.970252362525789	589	10.8252444025129	111	41.4121702453122	137.133613174083	40	4070	127217	85.8572096819989	0.758828559852613	127217	7	174	4466	0.0373745742428427	5867500	5417500	4771	0.0399270250140176	5786250	5686250	20
20211122 195936	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	261	TRUE	0.0650546195352217	0.234206568081863	0.970252362525789	589	10.8252444025129	111	41.4121702453122	137.133613174083	40	4070	464371	85.8572096819989	0.758828559852613	464371	8	160	4860	0.0406718385177374	5975000	5575000	4687	0.0392240549655628	5791250	5741250	20
20211122 200002	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	261	TRUE	0.0650546195352217	0.234206568081863	0.970252362525789	589	10.8252444025129	111	41.4121702453122	137.133613174083	40	4070	645137	85.8572096819989	0.758828559852613	645137	9	145	3979	0.0332990217000159	5626250	5176250	4640	0.0388307264860703	5800000	5650000	20
20211122 200030	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	261	TRUE	0.0650546195352217	0.234206568081863	0.970252362525789	589	10.8252444025129	111	41.4121702453122	137.133613174083	40	4070	480803	85.8572096819989	0.758828559852613	480803	10	166	5047	0.0422367837446545	5841250	5641250	4604	0.0385294536081611	5895000	5645000	20
20211122 200050	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	230	TRUE	0.131849666342605	0.481323068712954	0.464793344413629	554	18.5059047740651	61	136.215130698401	146.288884745445	1473	22	378821	49.7399895847775	0.147438997261284	378821	1	41	5621	0.0470404124090951	4173750	4223750	5621	0.0470404124090951	4173750	4223750	21
20211122 200110	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	230	TRUE	0.131849666342605	0.481323068712954	0.464793344413629	554	18.5059047740651	61	136.215130698401	146.288884745445	1473	22	964333	49.7399895847775	0.147438997261284	964333	2	42	6784	0.0567732001037718	4520000	3820000	7131	0.059677135899174	4186250	3936250	21
20211122 200129	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	230	TRUE	0.131849666342605	0.481323068712954	0.464793344413629	554	18.5059047740651	61	136.215130698401	146.288884745445	1473	22	187049	49.7399895847775	0.147438997261284	187049	3	41	5985	0.0500866159523989	4418750	4218750	6963	0.0582711958022646	4396250	3846250	21
20211122 200149	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	230	TRUE	0.131849666342605	0.481323068712954	0.464793344413629	554	18.5059047740651	61	136.215130698401	146.288884745445	1473	22	205151	49.7399895847775	0.147438997261284	205151	4	40	6695	0.0560283866000519	4431250	3631250	7200	0.0602545755818332	4400000	3900000	21
20211122 200208	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	230	TRUE	0.131849666342605	0.481323068712954	0.464793344413629	554	18.5059047740651	61	136.215130698401	146.288884745445	1473	22	813697	49.7399895847775	0.147438997261284	813697	5	42	6934	0.0580285037617266	4532500	3832500	7038	0.058898847631242	4602500	3952500	21
20211122 200228	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	230	TRUE	0.131849666342605	0.481323068712954	0.464793344413629	554	18.5059047740651	61	136.215130698401	146.288884745445	1473	22	344719	49.7399895847775	0.147438997261284	344719	6	39	7105	0.0594595499317952	4218750	3768750	6953	0.0581875088917342	4458750	3908750	21
20211122 200247	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	230	TRUE	0.131849666342605	0.481323068712954	0.464793344413629	554	18.5059047740651	61	136.215130698401	146.288884745445	1473	22	127217	49.7399895847775	0.147438997261284	127217	7	48	6523	0.0545889717389303	4096250	4146250	7008	0.058647786899651	4390000	3940000	21
20211122 200305	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	230	TRUE	0.131849666342605	0.481323068712954	0.464793344413629	554	18.5059047740651	61	136.215130698401	146.288884745445	1473	22	464371	49.7399895847775	0.147438997261284	464371	8	15	3466	0.0290058831898103	4467500	4567500	3897	0.0326127890336672	4328750	4528750	21
20211122 200325	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	230	TRUE	0.131849666342605	0.481323068712954	0.464793344413629	554	18.5059047740651	61	136.215130698401	146.288884745445	1473	22	645137	49.7399895847775	0.147438997261284	645137	9	48	5879	0.0491995347007775	4451250	4401250	3813	0.0319098189852125	4333750	4633750	21
20211122 200345	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	230	TRUE	0.131849666342605	0.481323068712954	0.464793344413629	554	18.5059047740651	61	136.215130698401	146.288884745445	1473	22	480803	49.7399895847775	0.147438997261284	480803	10	45	4028	0.0337090875616145	4365000	4515000	3548	0.0296921158561589	4315000	4615000	21
20211122 200400	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	222	TRUE	0.174903293052688	0.153176570526557	0.18532370627101	653	22.2863485224661	83	199.040210344829	72.8672761353664	153	849	378821	72.4570538490079	0.605361221756088	378821	1	52	7179	0.0600788330697196	3476250	3226250	7179	0.0600788330697196	3476250	3226250	22
20211122 200413	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	222	TRUE	0.174903293052688	0.153176570526557	0.18532370627101	653	22.2863485224661	83	199.040210344829	72.8672761353664	153	849	964333	72.4570538490079	0.605361221756088	964333	2	9	4907	0.04106516699723	3266250	3766250	5129	0.0429230164110032	3588750	3838750	22
20211122 200426	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	222	TRUE	0.174903293052688	0.153176570526557	0.18532370627101	653	22.2863485224661	83	199.040210344829	72.8672761353664	153	849	187049	72.4570538490079	0.605361221756088	187049	3	8	5146	0.0430652841589047	3767500	3917500	5018	0.0419940917041166	3827500	3877500	22
20211122 200439	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	222	TRUE	0.174903293052688	0.153176570526557	0.18532370627101	653	22.2863485224661	83	199.040210344829	72.8672761353664	153	849	205151	72.4570538490079	0.605361221756088	205151	4	26	5546	0.0464127605801177	3267500	3517500	5804	0.0485718828718	3695000	3695000	22
20211122 200452	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	222	TRUE	0.174903293052688	0.153176570526557	0.18532370627101	653	22.2863485224661	83	199.040210344829	72.8672761353664	153	849	813697	72.4570538490079	0.605361221756088	813697	5	15	5676	0.0475006904170119	3355000	3255000	5511	0.0461198563932615	3761250	3611250	22
20211122 200504	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	222	TRUE	0.174903293052688	0.153176570526557	0.18532370627101	653	22.2863485224661	83	199.040210344829	72.8672761353664	153	849	344719	72.4570538490079	0.605361221756088	344719	6	12	5918	0.0495259136518457	3402500	3352500	5465	0.045734896604822	3818750	3868750	22
20211122 200517	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	222	TRUE	0.174903293052688	0.153176570526557	0.18532370627101	653	22.2863485224661	83	199.040210344829	72.8672761353664	153	849	127217	72.4570538490079	0.605361221756088	127217	7	17	5668	0.0474337408885876	3415000	3415000	5210	0.0436008803862988	3637500	3637500	22
20211122 200529	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	222	TRUE	0.174903293052688	0.153176570526557	0.18532370627101	653	22.2863485224661	83	199.040210344829	72.8672761353664	153	849	464371	72.4570538490079	0.605361221756088	464371	8	7	4281	0.0358263663980317	3448750	3348750	5187	0.043408400492079	3766250	3666250	22
20211122 200542	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	222	TRUE	0.174903293052688	0.153176570526557	0.18532370627101	653	22.2863485224661	83	199.040210344829	72.8672761353664	153	849	645137	72.4570538490079	0.605361221756088	645137	9	4	5535	0.0463207049785343	3081250	3781250	5276	0.0441532139957989	3805000	3755000	22
20211122 200554	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	222	TRUE	0.174903293052688	0.153176570526557	0.18532370627101	653	22.2863485224661	83	199.040210344829	72.8672761353664	153	849	480803	72.4570538490079	0.605361221756088	480803	10	8	6532	0.0546642899584076	3785000	3585000	5287	0.0442452695973823	3791250	3741250	22
20211122 200601	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	220	TRUE	0.195864241810166	0.732350383963785	0.116775702662999	63	3.34255300054792	229	112.619299831567	51.9739295274485	21	2554	378821	92.0883069932461	0.250057677650242	378821	1	13	6339	0.0530491325851724	3976250	3826250	6339	0.0530491325851724	3976250	3826250	23
20211122 200607	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	220	TRUE	0.195864241810166	0.732350383963785	0.116775702662999	63	3.34255300054792	229	112.619299831567	51.9739295274485	21	2554	964333	92.0883069932461	0.250057677650242	964333	2	6	5769	0.0482789786849439	4038750	3988750	7259	0.0607483283539622	3876250	3526250	23
20211122 200612	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	220	TRUE	0.195864241810166	0.732350383963785	0.116775702662999	63	3.34255300054792	229	112.619299831567	51.9739295274485	21	2554	187049	92.0883069932461	0.250057677650242	187049	3	5	5200	0.0435171934757685	4100000	3700000	5602	0.0468814072790875	3897500	3747500	23
20211122 200618	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	220	TRUE	0.195864241810166	0.732350383963785	0.116775702662999	63	3.34255300054792	229	112.619299831567	51.9739295274485	21	2554	205151	92.0883069932461	0.250057677650242	205151	4	10	5766	0.0482538726117848	3692500	3542500	5657	0.0473416852870043	3878750	3778750	23
20211122 200623	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	220	TRUE	0.195864241810166	0.732350383963785	0.116775702662999	63	3.34255300054792	229	112.619299831567	51.9739295274485	21	2554	813697	92.0883069932461	0.250057677650242	813697	5	20	6206	0.051936096675119	3592500	3392500	5354	0.0448059718979354	3807500	3757500	23
20211122 200629	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	220	TRUE	0.195864241810166	0.732350383963785	0.116775702662999	63	3.34255300054792	229	112.619299831567	51.9739295274485	21	2554	344719	92.0883069932461	0.250057677650242	344719	6	7	5706	0.0477517511486028	3817500	3567500	5385	0.0450654013205794	3818750	3918750	23
20211122 200634	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	220	TRUE	0.195864241810166	0.732350383963785	0.116775702662999	63	3.34255300054792	229	112.619299831567	51.9739295274485	21	2554	127217	92.0883069932461	0.250057677650242	127217	7	9	5258	0.0440025775568443	4027500	3927500	5512	0.0461282250843146	3860000	3810000	23
20211122 200640	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	220	TRUE	0.195864241810166	0.732350383963785	0.116775702662999	63	3.34255300054792	229	112.619299831567	51.9739295274485	21	2554	464371	92.0883069932461	0.250057677650242	464371	8	5	5555	0.046488078799595	3956250	3906250	5458	0.0456763157674508	3877500	3727500	23
20211122 200645	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	220	TRUE	0.195864241810166	0.732350383963785	0.116775702662999	63	3.34255300054792	229	112.619299831567	51.9739295274485	21	2554	645137	92.0883069932461	0.250057677650242	645137	9	11	5813	0.0486472010912773	4033750	3983750	5480	0.0458604269706175	3850000	3700000	23
20211122 200651	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	220	TRUE	0.195864241810166	0.732350383963785	0.116775702662999	63	3.34255300054792	229	112.619299831567	51.9739295274485	21	2554	480803	92.0883069932461	0.250057677650242	480803	10	6	5531	0.0462872302143222	3986250	3436250	5398	0.0451741943042689	3952500	3702500	23
20211122 200711	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	234	TRUE	0.116017295785481	0.139784391455469	0.382173009786638	976	32.2118675871752	286	128.027020748705	122.794671891024	4919	37	378821	37.5197358289734	0.839690108531038	378821	1	140	5337	0.0446637041500339	3428750	3778750	5337	0.0446637041500339	3428750	3778750	24
20211122 200726	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	234	TRUE	0.116017295785481	0.139784391455469	0.382173009786638	976	32.2118675871752	286	128.027020748705	122.794671891024	4919	37	964333	37.5197358289734	0.839690108531038	964333	2	66	5412	0.0452913559790113	3485000	4085000	4928	0.0412409095093436	3640000	3840000	24
20211122 200744	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	234	TRUE	0.116017295785481	0.139784391455469	0.382173009786638	976	32.2118675871752	286	128.027020748705	122.794671891024	4919	37	187049	37.5197358289734	0.839690108531038	187049	3	100	6872	0.0575096449164386	3260000	3060000	6514	0.054513653519453	3507500	3357500	24
20211122 200800	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	234	TRUE	0.116017295785481	0.139784391455469	0.382173009786638	976	32.2118675871752	286	128.027020748705	122.794671891024	4919	37	205151	37.5197358289734	0.839690108531038	205151	4	76	6441	0.0539027390725817	3248750	3648750	6378	0.0533755115362406	3577500	3627500	24
20211122 200819	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	234	TRUE	0.116017295785481	0.139784391455469	0.382173009786638	976	32.2118675871752	286	128.027020748705	122.794671891024	4919	37	813697	37.5197358289734	0.839690108531038	813697	5	159	7710	0.0645226080188798	3512500	2712500	6661	0.0557438511042488	3523750	3523750	24
20211122 200838	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	234	TRUE	0.116017295785481	0.139784391455469	0.382173009786638	976	32.2118675871752	286	128.027020748705	122.794671891024	4919	37	344719	37.5197358289734	0.839690108531038	344719	6	126	5692	0.0476345894738604	3235000	3785000	6505	0.0544383352999757	3468750	3518750	24
20211122 200855	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	234	TRUE	0.116017295785481	0.139784391455469	0.382173009786638	976	32.2118675871752	286	128.027020748705	122.794671891024	4919	37	127217	37.5197358289734	0.839690108531038	127217	7	98	6668	0.05580243194162	3565000	3065000	6990	0.0584971504606964	3412500	3262500	24
20211122 200911	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	234	TRUE	0.116017295785481	0.139784391455469	0.382173009786638	976	32.2118675871752	286	128.027020748705	122.794671891024	4919	37	464371	37.5197358289734	0.839690108531038	464371	8	72	6088	0.0509485911308612	3690000	3690000	7134	0.0597022419723331	3482500	3332500	24
20211122 200927	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	234	TRUE	0.116017295785481	0.139784391455469	0.382173009786638	976	32.2118675871752	286	128.027020748705	122.794671891024	4919	37	645137	37.5197358289734	0.839690108531038	645137	9	70	7236	0.0605558484597424	3355000	3505000	6929	0.0579866603064615	3438750	3388750	24
20211122 200944	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	234	TRUE	0.116017295785481	0.139784391455469	0.382173009786638	976	32.2118675871752	286	128.027020748705	122.794671891024	4919	37	480803	37.5197358289734	0.839690108531038	480803	10	91	6540	0.0547312394868319	3775000	4025000	7268	0.0608236465734395	3515000	3465000	24
20211122 200954	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	226	TRUE	0.150979951536981	0.674415641747182	0.655027195448056	271	12.1190651328652	265	54.3260564026423	199.878427155782	236	283	378821	68.1300243702717	0.311419191898254	378821	1	49	5774	0.0483208221402091	5282500	5232500	5774	0.0483208221402091	5282500	5232500	25
20211122 201003	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	226	TRUE	0.150979951536981	0.674415641747182	0.655027195448056	271	12.1190651328652	265	54.3260564026423	199.878427155782	236	283	964333	68.1300243702717	0.311419191898254	964333	2	50	5801	0.0485467767986409	5498750	4998750	5589	0.0467726142953981	5563750	5263750	25
20211122 201012	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	226	TRUE	0.150979951536981	0.674415641747182	0.655027195448056	271	12.1190651328652	265	54.3260564026423	199.878427155782	236	283	187049	68.1300243702717	0.311419191898254	187049	3	60	6046	0.0505971061066339	5242500	5042500	5589	0.0467726142953981	5563750	5263750	25
20211122 201021	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	226	TRUE	0.150979951536981	0.674415641747182	0.655027195448056	271	12.1190651328652	265	54.3260564026423	199.878427155782	236	283	205151	68.1300243702717	0.311419191898254	205151	4	39	5016	0.0419773543220105	5630000	5380000	5464	0.045726527913769	5520000	5320000	25
20211122 201030	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	226	TRUE	0.150979951536981	0.674415641747182	0.655027195448056	271	12.1190651328652	265	54.3260564026423	199.878427155782	236	283	813697	68.1300243702717	0.311419191898254	813697	5	49	5535	0.0463207049785343	5781250	5381250	5225	0.0437264107520943	5568750	5418750	25
